"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,160,"NZL","New Zealand",173,"NZL","New Zealand","NEW ZEALAND","New Zealand","Aotearoa",NA,"Aotearoa",NA,"Nouvelle-Zélande ","Nueva Zelanda ","<U+041D><U+043E><U+0432><U+0430><U+044F> <U+0417><U+0435><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>","<U+0646><U+064A><U+0648><U+0632><U+064A><U+0644><U+0646><U+062F><U+0627>","<U+65B0><U+897F><U+5170> ",NA,NA,"New Zealand","NZ",NA,"NZ",554,"19070926","Present",3778004,266820.188,14.1593633837032,"Australia and New Zealand","Oceania",2,NA,NA,1,NA,"High income: OECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
