"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
212,160,"NZL","New Zealand",7,"Manawatu-Wanganui",34,"Ruapehu",212,"n.a. ( 228)","Unknown","Unknown",NA,NA
213,160,"NZL","New Zealand",7,"Manawatu-Wanganui",34,"Ruapehu",213,"n.a. ( 232)","Unknown","Unknown",NA,NA
214,160,"NZL","New Zealand",7,"Manawatu-Wanganui",35,"Tararua",214,"n.a. ( 261)","Unknown","Unknown",NA,NA
215,160,"NZL","New Zealand",7,"Manawatu-Wanganui",35,"Tararua",215,"n.a. ( 262)","Unknown","Unknown",NA,NA
216,160,"NZL","New Zealand",7,"Manawatu-Wanganui",35,"Tararua",216,"n.a. ( 263)","Unknown","Unknown",NA,NA
217,160,"NZL","New Zealand",7,"Manawatu-Wanganui",35,"Tararua",217,"n.a. ( 267)","Unknown","Unknown",NA,NA
218,160,"NZL","New Zealand",7,"Manawatu-Wanganui",35,"Tararua",218,"n.a. ( 269)","Unknown","Unknown",NA,NA
219,160,"NZL","New Zealand",7,"Manawatu-Wanganui",35,"Tararua",219,"n.a. ( 273)","Unknown","Unknown",NA,NA
220,160,"NZL","New Zealand",7,"Manawatu-Wanganui",36,"Wanganui",220,"n.a. ( 231)","Unknown","Unknown",NA,NA
221,160,"NZL","New Zealand",7,"Manawatu-Wanganui",36,"Wanganui",221,"n.a. ( 256)","Unknown","Unknown",NA,NA
222,160,"NZL","New Zealand",8,"Marlborough",37,"Marlborough",222,"n.a. ( 283)","Unknown","Unknown",NA,NA
223,160,"NZL","New Zealand",8,"Marlborough",37,"Marlborough",223,"n.a. ( 297)","Unknown","Unknown",NA,NA
224,160,"NZL","New Zealand",8,"Marlborough",37,"Marlborough",224,"n.a. ( 317)","Unknown","Unknown",NA,NA
225,160,"NZL","New Zealand",8,"Marlborough",37,"Marlborough",225,"n.a. ( 318)","Unknown","Unknown",NA,NA
226,160,"NZL","New Zealand",8,"Marlborough",37,"Marlborough",226,"n.a. ( 319)","Unknown","Unknown",NA,NA
227,160,"NZL","New Zealand",9,"Nelson",38,"Nelson",227,"n.a. ( 314)","Unknown","Unknown",NA,NA
228,160,"NZL","New Zealand",9,"Nelson",39,"Tasman",228,"n.a. ( 279)","Unknown","Unknown",NA,NA
229,160,"NZL","New Zealand",9,"Nelson",39,"Tasman",229,"n.a. ( 300)","Unknown","Unknown",NA,NA
230,160,"NZL","New Zealand",9,"Nelson",39,"Tasman",230,"n.a. ( 309)","Unknown","Unknown",NA,NA
231,160,"NZL","New Zealand",9,"Nelson",39,"Tasman",231,"n.a. ( 310)","Unknown","Unknown",NA,NA
232,160,"NZL","New Zealand",9,"Nelson",39,"Tasman",232,"n.a. ( 312)","Unknown","Unknown",NA,NA
233,160,"NZL","New Zealand",9,"Nelson",39,"Tasman",233,"n.a. ( 316)","Unknown","Unknown",NA,NA
234,160,"NZL","New Zealand",10,"Northland",40,"Far North",234,"n.a. ( 1)","Unknown","Unknown",NA,NA
235,160,"NZL","New Zealand",10,"Northland",40,"Far North",235,"n.a. ( 10)","Unknown","Unknown",NA,NA
236,160,"NZL","New Zealand",10,"Northland",40,"Far North",236,"n.a. ( 11)","Unknown","Unknown",NA,NA
237,160,"NZL","New Zealand",10,"Northland",40,"Far North",237,"n.a. ( 12)","Unknown","Unknown",NA,NA
238,160,"NZL","New Zealand",10,"Northland",40,"Far North",238,"n.a. ( 13)","Unknown","Unknown",NA,NA
239,160,"NZL","New Zealand",10,"Northland",40,"Far North",239,"n.a. ( 19)","Unknown","Unknown",NA,NA
240,160,"NZL","New Zealand",10,"Northland",40,"Far North",240,"n.a. ( 2)","Unknown","Unknown",NA,NA
241,160,"NZL","New Zealand",10,"Northland",40,"Far North",241,"n.a. ( 3)","Unknown","Unknown",NA,NA
242,160,"NZL","New Zealand",10,"Northland",40,"Far North",242,"n.a. ( 4)","Unknown","Unknown",NA,NA
243,160,"NZL","New Zealand",10,"Northland",40,"Far North",243,"n.a. ( 5)","Unknown","Unknown",NA,NA
244,160,"NZL","New Zealand",10,"Northland",40,"Far North",244,"n.a. ( 6)","Unknown","Unknown",NA,NA
245,160,"NZL","New Zealand",10,"Northland",40,"Far North",245,"n.a. ( 7)","Unknown","Unknown",NA,NA
246,160,"NZL","New Zealand",10,"Northland",40,"Far North",246,"n.a. ( 8)","Unknown","Unknown",NA,NA
247,160,"NZL","New Zealand",10,"Northland",40,"Far North",247,"n.a. ( 9)","Unknown","Unknown",NA,NA
248,160,"NZL","New Zealand",10,"Northland",41,"Kaipara",248,"n.a. ( 17)","Unknown","Unknown",NA,NA
249,160,"NZL","New Zealand",10,"Northland",41,"Kaipara",249,"n.a. ( 21)","Unknown","Unknown",NA,NA
250,160,"NZL","New Zealand",10,"Northland",41,"Kaipara",250,"n.a. ( 27)","Unknown","Unknown",NA,NA
251,160,"NZL","New Zealand",10,"Northland",41,"Kaipara",251,"n.a. ( 28)","Unknown","Unknown",NA,NA
252,160,"NZL","New Zealand",10,"Northland",41,"Kaipara",252,"n.a. ( 30)","Unknown","Unknown",NA,NA
253,160,"NZL","New Zealand",10,"Northland",42,"Kermadec Islands",253,"n.a.(509)",NA,NA,NA,NA
254,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",254,"n.a. ( 14)","Unknown","Unknown",NA,NA
255,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",255,"n.a. ( 15)","Unknown","Unknown",NA,NA
256,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",256,"n.a. ( 16)","Unknown","Unknown",NA,NA
257,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",257,"n.a. ( 18)","Unknown","Unknown",NA,NA
258,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",258,"n.a. ( 20)","Unknown","Unknown",NA,NA
259,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",259,"n.a. ( 22)","Unknown","Unknown",NA,NA
260,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",260,"n.a. ( 25)","Unknown","Unknown",NA,NA
261,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",261,"n.a. ( 26)","Unknown","Unknown",NA,NA
262,160,"NZL","New Zealand",10,"Northland",43,"Whangarei",262,"n.a. ( 29)","Unknown","Unknown",NA,NA
263,160,"NZL","New Zealand",11,"Otago",44,"Antipodes Islands",263,"n.a. ( 481)","Unknown","Unknown",NA,NA
264,160,"NZL","New Zealand",11,"Otago",45,"Central Otago",264,"n.a. ( 380)","Unknown","Unknown",NA,NA
265,160,"NZL","New Zealand",11,"Otago",45,"Central Otago",265,"n.a. ( 383)","Unknown","Unknown",NA,NA
266,160,"NZL","New Zealand",11,"Otago",45,"Central Otago",266,"n.a. ( 398)","Unknown","Unknown",NA,NA
267,160,"NZL","New Zealand",11,"Otago",45,"Central Otago",267,"n.a. ( 405)","Unknown","Unknown",NA,NA
268,160,"NZL","New Zealand",11,"Otago",45,"Central Otago",268,"n.a. ( 412)","Unknown","Unknown",NA,NA
269,160,"NZL","New Zealand",11,"Otago",45,"Central Otago",269,"n.a. ( 418)","Unknown","Unknown",NA,NA
270,160,"NZL","New Zealand",11,"Otago",46,"Clutha",270,"n.a. ( 420)","Unknown","Unknown",NA,NA
271,160,"NZL","New Zealand",11,"Otago",46,"Clutha",271,"n.a. ( 428)","Unknown","Unknown",NA,NA
272,160,"NZL","New Zealand",11,"Otago",46,"Clutha",272,"n.a. ( 446)","Unknown","Unknown",NA,NA
273,160,"NZL","New Zealand",11,"Otago",46,"Clutha",273,"n.a. ( 448)","Unknown","Unknown",NA,NA
274,160,"NZL","New Zealand",11,"Otago",46,"Clutha",274,"n.a. ( 455)","Unknown","Unknown",NA,NA
275,160,"NZL","New Zealand",11,"Otago",46,"Clutha",275,"n.a. ( 459)","Unknown","Unknown",NA,NA
276,160,"NZL","New Zealand",11,"Otago",46,"Clutha",276,"n.a. ( 467)","Unknown","Unknown",NA,NA
277,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",277,"n.a. ( 413)","Unknown","Unknown",NA,NA
278,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",278,"n.a. ( 426)","Unknown","Unknown",NA,NA
279,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",279,"n.a. ( 429)","Unknown","Unknown",NA,NA
280,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",280,"n.a. ( 435)","Unknown","Unknown",NA,NA
281,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",281,"n.a. ( 439)","Unknown","Unknown",NA,NA
282,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",282,"n.a. ( 441)","Unknown","Unknown",NA,NA
283,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",283,"n.a. ( 442)","Unknown","Unknown",NA,NA
284,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",284,"n.a. ( 443)","Unknown","Unknown",NA,NA
285,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",285,"n.a. ( 445)","Unknown","Unknown",NA,NA
286,160,"NZL","New Zealand",11,"Otago",47,"Dunedin",286,"n.a. ( 449)","Unknown","Unknown",NA,NA
287,160,"NZL","New Zealand",11,"Otago",48,"Queenstown-Lakes",287,"n.a. ( 371)","Unknown","Unknown",NA,NA
288,160,"NZL","New Zealand",11,"Otago",48,"Queenstown-Lakes",288,"n.a. ( 379)","Unknown","Unknown",NA,NA
289,160,"NZL","New Zealand",11,"Otago",48,"Queenstown-Lakes",289,"n.a. ( 408)","Unknown","Unknown",NA,NA
290,160,"NZL","New Zealand",11,"Otago",49,"Southland",290,"n.a. ( 415)","Unknown","Unknown",NA,NA
291,160,"NZL","New Zealand",11,"Otago",49,"Southland",291,"n.a. ( 430)","Unknown","Unknown",NA,NA
292,160,"NZL","New Zealand",11,"Otago",49,"Southland",292,"n.a. ( 431)","Unknown","Unknown",NA,NA
293,160,"NZL","New Zealand",11,"Otago",49,"Southland",293,"n.a. ( 437)","Unknown","Unknown",NA,NA
294,160,"NZL","New Zealand",11,"Otago",49,"Southland",294,"n.a. ( 438)","Unknown","Unknown",NA,NA
295,160,"NZL","New Zealand",11,"Otago",49,"Southland",295,"n.a. ( 440)","Unknown","Unknown",NA,NA
296,160,"NZL","New Zealand",11,"Otago",49,"Southland",296,"n.a. ( 444)","Unknown","Unknown",NA,NA
297,160,"NZL","New Zealand",11,"Otago",49,"Southland",297,"n.a. ( 447)","Unknown","Unknown",NA,NA
298,160,"NZL","New Zealand",11,"Otago",49,"Southland",298,"n.a. ( 450)","Unknown","Unknown",NA,NA
299,160,"NZL","New Zealand",11,"Otago",49,"Southland",299,"n.a. ( 451)","Unknown","Unknown",NA,NA
300,160,"NZL","New Zealand",11,"Otago",49,"Southland",300,"n.a. ( 452)","Unknown","Unknown",NA,NA
301,160,"NZL","New Zealand",11,"Otago",49,"Southland",301,"n.a. ( 453)","Unknown","Unknown",NA,NA
302,160,"NZL","New Zealand",11,"Otago",50,"Waitaki",302,"n.a. ( 387)","Unknown","Unknown",NA,NA
303,160,"NZL","New Zealand",11,"Otago",50,"Waitaki",303,"n.a. ( 407)","Unknown","Unknown",NA,NA
304,160,"NZL","New Zealand",11,"Otago",50,"Waitaki",304,"n.a. ( 410)","Unknown","Unknown",NA,NA
305,160,"NZL","New Zealand",12,"Southland",51,"Auckland islands",305,"n.a. ( 488)","Unknown","Unknown",NA,NA
306,160,"NZL","New Zealand",12,"Southland",52,"Campbell Islands",306,"n.a. ( 494)","Unknown","Unknown",NA,NA
307,160,"NZL","New Zealand",12,"Southland",53,"Gore",307,"n.a. ( 432)","Unknown","Unknown",NA,NA
308,160,"NZL","New Zealand",12,"Southland",53,"Gore",308,"n.a. ( 454)","Unknown","Unknown",NA,NA
309,160,"NZL","New Zealand",12,"Southland",53,"Gore",309,"n.a. ( 457)","Unknown","Unknown",NA,NA
310,160,"NZL","New Zealand",12,"Southland",53,"Gore",310,"n.a. ( 458)","Unknown","Unknown",NA,NA
311,160,"NZL","New Zealand",12,"Southland",54,"Invercargill",311,"n.a. ( 469)","Unknown","Unknown",NA,NA
312,160,"NZL","New Zealand",12,"Southland",55,"Southland",312,"n.a. ( 414)","Unknown","Unknown",NA,NA
313,160,"NZL","New Zealand",12,"Southland",55,"Southland",313,"n.a. ( 416)","Unknown","Unknown",NA,NA
314,160,"NZL","New Zealand",12,"Southland",55,"Southland",314,"n.a. ( 417)","Unknown","Unknown",NA,NA
315,160,"NZL","New Zealand",12,"Southland",55,"Southland",315,"n.a. ( 421)","Unknown","Unknown",NA,NA
316,160,"NZL","New Zealand",12,"Southland",55,"Southland",316,"n.a. ( 422)","Unknown","Unknown",NA,NA
317,160,"NZL","New Zealand",12,"Southland",55,"Southland",317,"n.a. ( 423)","Unknown","Unknown",NA,NA
318,160,"NZL","New Zealand",12,"Southland",55,"Southland",318,"n.a. ( 424)","Unknown","Unknown",NA,NA
319,160,"NZL","New Zealand",12,"Southland",55,"Southland",319,"n.a. ( 425)","Unknown","Unknown",NA,NA
320,160,"NZL","New Zealand",12,"Southland",55,"Southland",320,"n.a. ( 427)","Unknown","Unknown",NA,NA
321,160,"NZL","New Zealand",12,"Southland",55,"Southland",321,"n.a. ( 433)","Unknown","Unknown",NA,NA
322,160,"NZL","New Zealand",12,"Southland",55,"Southland",322,"n.a. ( 434)","Unknown","Unknown",NA,NA
323,160,"NZL","New Zealand",12,"Southland",55,"Southland",323,"n.a. ( 436)","Unknown","Unknown",NA,NA
324,160,"NZL","New Zealand",12,"Southland",55,"Southland",324,"n.a. ( 456)","Unknown","Unknown",NA,NA
325,160,"NZL","New Zealand",12,"Southland",55,"Southland",325,"n.a. ( 460)","Unknown","Unknown",NA,NA
326,160,"NZL","New Zealand",12,"Southland",55,"Southland",326,"n.a. ( 461)","Unknown","Unknown",NA,NA
327,160,"NZL","New Zealand",12,"Southland",55,"Southland",327,"n.a. ( 466)","Unknown","Unknown",NA,NA
328,160,"NZL","New Zealand",12,"Southland",55,"Southland",328,"n.a. ( 468)","Unknown","Unknown",NA,NA
329,160,"NZL","New Zealand",12,"Southland",55,"Southland",329,"n.a. ( 470)","Unknown","Unknown",NA,NA
330,160,"NZL","New Zealand",12,"Southland",55,"Southland",330,"n.a. ( 471)","Unknown","Unknown",NA,NA
331,160,"NZL","New Zealand",13,"Taranaki",56,"New Plymouth",331,"n.a. ( 210)","Unknown","Unknown",NA,NA
332,160,"NZL","New Zealand",13,"Taranaki",56,"New Plymouth",332,"n.a. ( 221)","Unknown","Unknown",NA,NA
333,160,"NZL","New Zealand",13,"Taranaki",56,"New Plymouth",333,"n.a. ( 223)","Unknown","Unknown",NA,NA
334,160,"NZL","New Zealand",13,"Taranaki",56,"New Plymouth",334,"n.a. ( 224)","Unknown","Unknown",NA,NA
335,160,"NZL","New Zealand",13,"Taranaki",56,"New Plymouth",335,"n.a. ( 225)","Unknown","Unknown",NA,NA
336,160,"NZL","New Zealand",13,"Taranaki",57,"South Taranaki",336,"n.a. ( 229)","Unknown","Unknown",NA,NA
337,160,"NZL","New Zealand",13,"Taranaki",57,"South Taranaki",337,"n.a. ( 235)","Unknown","Unknown",NA,NA
338,160,"NZL","New Zealand",13,"Taranaki",57,"South Taranaki",338,"n.a. ( 238)","Unknown","Unknown",NA,NA
339,160,"NZL","New Zealand",13,"Taranaki",57,"South Taranaki",339,"n.a. ( 239)","Unknown","Unknown",NA,NA
340,160,"NZL","New Zealand",13,"Taranaki",57,"South Taranaki",340,"n.a. ( 241)","Unknown","Unknown",NA,NA
341,160,"NZL","New Zealand",13,"Taranaki",57,"South Taranaki",341,"n.a. ( 246)","Unknown","Unknown",NA,NA
342,160,"NZL","New Zealand",13,"Taranaki",58,"Stratford",342,"n.a. ( 218)","Unknown","Unknown",NA,NA
343,160,"NZL","New Zealand",13,"Taranaki",58,"Stratford",343,"n.a. ( 230)","Unknown","Unknown",NA,NA
344,160,"NZL","New Zealand",13,"Taranaki",58,"Stratford",344,"n.a. ( 234)","Unknown","Unknown",NA,NA
345,160,"NZL","New Zealand",13,"Taranaki",58,"Stratford",345,"n.a. ( 236)","Unknown","Unknown",NA,NA
346,160,"NZL","New Zealand",14,"Waikato",59,"Franklin",346,"n.a. ( 101)","Unknown","Unknown",NA,NA
347,160,"NZL","New Zealand",14,"Waikato",59,"Franklin",347,"n.a. ( 87)","Unknown","Unknown",NA,NA
348,160,"NZL","New Zealand",14,"Waikato",60,"Hamilton",348,"n.a. ( 139)","Unknown","Unknown",NA,NA
349,160,"NZL","New Zealand",14,"Waikato",60,"Hamilton",349,"n.a. ( 141)","Unknown","Unknown",NA,NA
350,160,"NZL","New Zealand",14,"Waikato",60,"Hamilton",350,"n.a. ( 142)","Unknown","Unknown",NA,NA
351,160,"NZL","New Zealand",14,"Waikato",60,"Hamilton",351,"n.a. ( 146)","Unknown","Unknown",NA,NA
352,160,"NZL","New Zealand",14,"Waikato",60,"Hamilton",352,"n.a. ( 148)","Unknown","Unknown",NA,NA
353,160,"NZL","New Zealand",14,"Waikato",61,"Hauraki",353,"n.a. ( 102)","Unknown","Unknown",NA,NA
354,160,"NZL","New Zealand",14,"Waikato",61,"Hauraki",354,"n.a. ( 104)","Unknown","Unknown",NA,NA
355,160,"NZL","New Zealand",14,"Waikato",61,"Hauraki",355,"n.a. ( 98)","Unknown","Unknown",NA,NA
356,160,"NZL","New Zealand",14,"Waikato",62,"Matamata-Piako",356,"n.a. ( 108)","Unknown","Unknown",NA,NA
357,160,"NZL","New Zealand",14,"Waikato",62,"Matamata-Piako",357,"n.a. ( 109)","Unknown","Unknown",NA,NA
358,160,"NZL","New Zealand",14,"Waikato",62,"Matamata-Piako",358,"n.a. ( 132)","Unknown","Unknown",NA,NA
359,160,"NZL","New Zealand",14,"Waikato",63,"Otorohanga",359,"n.a. ( 160)","Unknown","Unknown",NA,NA
360,160,"NZL","New Zealand",14,"Waikato",63,"Otorohanga",360,"n.a. ( 168)","Unknown","Unknown",NA,NA
361,160,"NZL","New Zealand",14,"Waikato",63,"Otorohanga",361,"n.a. ( 175)","Unknown","Unknown",NA,NA
362,160,"NZL","New Zealand",14,"Waikato",63,"Otorohanga",362,"n.a. ( 177)","Unknown","Unknown",NA,NA
363,160,"NZL","New Zealand",14,"Waikato",63,"Otorohanga",363,"n.a. ( 179)","Unknown","Unknown",NA,NA
364,160,"NZL","New Zealand",14,"Waikato",63,"Otorohanga",364,"n.a. ( 185)","Unknown","Unknown",NA,NA
365,160,"NZL","New Zealand",14,"Waikato",64,"Rotorua",365,"n.a. ( 172)","Unknown","Unknown",NA,NA
366,160,"NZL","New Zealand",14,"Waikato",64,"Rotorua",366,"n.a. ( 182)","Unknown","Unknown",NA,NA
367,160,"NZL","New Zealand",14,"Waikato",65,"South Waikato",367,"n.a. ( 154)","Unknown","Unknown",NA,NA
368,160,"NZL","New Zealand",14,"Waikato",65,"South Waikato",368,"n.a. ( 162)","Unknown","Unknown",NA,NA
369,160,"NZL","New Zealand",14,"Waikato",65,"South Waikato",369,"n.a. ( 183)","Unknown","Unknown",NA,NA
370,160,"NZL","New Zealand",14,"Waikato",66,"Taupo",370,"n.a. ( 188)","Unknown","Unknown",NA,NA
371,160,"NZL","New Zealand",14,"Waikato",66,"Taupo",371,"n.a. ( 203)","Unknown","Unknown",NA,NA
372,160,"NZL","New Zealand",14,"Waikato",66,"Taupo",372,"n.a. ( 208)","Unknown","Unknown",NA,NA
373,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",373,"n.a. ( 46)","Unknown","Unknown",NA,NA
374,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",374,"n.a. ( 51)","Unknown","Unknown",NA,NA
375,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",375,"n.a. ( 52)","Unknown","Unknown",NA,NA
376,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",376,"n.a. ( 71)","Unknown","Unknown",NA,NA
377,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",377,"n.a. ( 80)","Unknown","Unknown",NA,NA
378,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",378,"n.a. ( 81)","Unknown","Unknown",NA,NA
379,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",379,"n.a. ( 83)","Unknown","Unknown",NA,NA
380,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",380,"n.a. ( 90)","Unknown","Unknown",NA,NA
381,160,"NZL","New Zealand",14,"Waikato",67,"Thames-Coromandel",381,"n.a. ( 96)","Unknown","Unknown",NA,NA
382,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",382,"n.a. ( 105)","Unknown","Unknown",NA,NA
383,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",383,"n.a. ( 107)","Unknown","Unknown",NA,NA
384,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",384,"n.a. ( 114)","Unknown","Unknown",NA,NA
385,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",385,"n.a. ( 117)","Unknown","Unknown",NA,NA
386,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",386,"n.a. ( 121)","Unknown","Unknown",NA,NA
387,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",387,"n.a. ( 124)","Unknown","Unknown",NA,NA
388,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",388,"n.a. ( 129)","Unknown","Unknown",NA,NA
389,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",389,"n.a. ( 133)","Unknown","Unknown",NA,NA
390,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",390,"n.a. ( 135)","Unknown","Unknown",NA,NA
391,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",391,"n.a. ( 143)","Unknown","Unknown",NA,NA
392,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",392,"n.a. ( 147)","Unknown","Unknown",NA,NA
393,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",393,"n.a. ( 149)","Unknown","Unknown",NA,NA
394,160,"NZL","New Zealand",14,"Waikato",68,"Waikato",394,"n.a. ( 99)","Unknown","Unknown",NA,NA
395,160,"NZL","New Zealand",14,"Waikato",69,"Waipa",395,"n.a. ( 145)","Unknown","Unknown",NA,NA
396,160,"NZL","New Zealand",14,"Waikato",69,"Waipa",396,"n.a. ( 150)","Unknown","Unknown",NA,NA
397,160,"NZL","New Zealand",14,"Waikato",69,"Waipa",397,"n.a. ( 153)","Unknown","Unknown",NA,NA
398,160,"NZL","New Zealand",14,"Waikato",69,"Waipa",398,"n.a. ( 157)","Unknown","Unknown",NA,NA
399,160,"NZL","New Zealand",14,"Waikato",69,"Waipa",399,"n.a. ( 165)","Unknown","Unknown",NA,NA
400,160,"NZL","New Zealand",14,"Waikato",69,"Waipa",400,"n.a. ( 166)","Unknown","Unknown",NA,NA
401,160,"NZL","New Zealand",14,"Waikato",70,"Waitomo",401,"n.a. ( 176)","Unknown","Unknown",NA,NA
402,160,"NZL","New Zealand",14,"Waikato",70,"Waitomo",402,"n.a. ( 184)","Unknown","Unknown",NA,NA
403,160,"NZL","New Zealand",14,"Waikato",70,"Waitomo",403,"n.a. ( 189)","Unknown","Unknown",NA,NA
404,160,"NZL","New Zealand",14,"Waikato",70,"Waitomo",404,"n.a. ( 190)","Unknown","Unknown",NA,NA
405,160,"NZL","New Zealand",14,"Waikato",70,"Waitomo",405,"n.a. ( 194)","Unknown","Unknown",NA,NA
406,160,"NZL","New Zealand",14,"Waikato",70,"Waitomo",406,"n.a. ( 199)","Unknown","Unknown",NA,NA
407,160,"NZL","New Zealand",15,"Wellington",71,"Carterton",407,"n.a. ( 277)","Unknown","Unknown",NA,NA
408,160,"NZL","New Zealand",15,"Wellington",71,"Carterton",408,"n.a. ( 289)","Unknown","Unknown",NA,NA
409,160,"NZL","New Zealand",15,"Wellington",71,"Carterton",409,"n.a. ( 290)","Unknown","Unknown",NA,NA
410,160,"NZL","New Zealand",15,"Wellington",71,"Carterton",410,"n.a. ( 292)","Unknown","Unknown",NA,NA
411,160,"NZL","New Zealand",15,"Wellington",72,"Hutt city",411,"n.a. ( 299)","Unknown","Unknown",NA,NA
412,160,"NZL","New Zealand",15,"Wellington",72,"Hutt city",412,"n.a. ( 304)","Unknown","Unknown",NA,NA
413,160,"NZL","New Zealand",15,"Wellington",72,"Hutt city",413,"n.a. ( 305)","Unknown","Unknown",NA,NA
414,160,"NZL","New Zealand",15,"Wellington",72,"Hutt city",414,"n.a. ( 306)","Unknown","Unknown",NA,NA
415,160,"NZL","New Zealand",15,"Wellington",72,"Hutt city",415,"n.a. ( 307)","Unknown","Unknown",NA,NA
416,160,"NZL","New Zealand",15,"Wellington",72,"Hutt city",416,"n.a. ( 313)","Unknown","Unknown",NA,NA
417,160,"NZL","New Zealand",15,"Wellington",73,"Kapiti Coast",417,"n.a. ( 276)","Unknown","Unknown",NA,NA
418,160,"NZL","New Zealand",15,"Wellington",73,"Kapiti Coast",418,"n.a. ( 280)","Unknown","Unknown",NA,NA
419,160,"NZL","New Zealand",15,"Wellington",73,"Kapiti Coast",419,"n.a. ( 281)","Unknown","Unknown",NA,NA
420,160,"NZL","New Zealand",15,"Wellington",73,"Kapiti Coast",420,"n.a. ( 282)","Unknown","Unknown",NA,NA
421,160,"NZL","New Zealand",15,"Wellington",73,"Kapiti Coast",421,"n.a. ( 284)","Unknown","Unknown",NA,NA
422,160,"NZL","New Zealand",15,"Wellington",74,"Masterton",422,"n.a. ( 285)","Unknown","Unknown",NA,NA
423,160,"NZL","New Zealand",15,"Wellington",74,"Masterton",423,"n.a. ( 287)","Unknown","Unknown",NA,NA
424,160,"NZL","New Zealand",15,"Wellington",75,"Porirua",424,"n.a. ( 291)","Unknown","Unknown",NA,NA
425,160,"NZL","New Zealand",15,"Wellington",75,"Porirua",425,"n.a. ( 293)","Unknown","Unknown",NA,NA
426,160,"NZL","New Zealand",15,"Wellington",75,"Porirua",426,"n.a. ( 295)","Unknown","Unknown",NA,NA
427,160,"NZL","New Zealand",15,"Wellington",75,"Porirua",427,"n.a. ( 296)","Unknown","Unknown",NA,NA
428,160,"NZL","New Zealand",15,"Wellington",75,"Porirua",428,"n.a. ( 298)","Unknown","Unknown",NA,NA
429,160,"NZL","New Zealand",15,"Wellington",75,"Porirua",429,"n.a. ( 303)","Unknown","Unknown",NA,NA
430,160,"NZL","New Zealand",15,"Wellington",76,"South Wairarapa",430,"n.a. ( 286)","Unknown","Unknown",NA,NA
431,160,"NZL","New Zealand",15,"Wellington",76,"South Wairarapa",431,"n.a. ( 294)","Unknown","Unknown",NA,NA
432,160,"NZL","New Zealand",15,"Wellington",76,"South Wairarapa",432,"n.a. ( 302)","Unknown","Unknown",NA,NA
433,160,"NZL","New Zealand",15,"Wellington",77,"Upper Hutt",433,"n.a. ( 288)","Unknown","Unknown",NA,NA
434,160,"NZL","New Zealand",15,"Wellington",78,"Wellington",434,"n.a. ( 301)","Unknown","Unknown",NA,NA
435,160,"NZL","New Zealand",15,"Wellington",78,"Wellington",435,"n.a. ( 308)","Unknown","Unknown",NA,NA
436,160,"NZL","New Zealand",15,"Wellington",78,"Wellington",436,"n.a. ( 311)","Unknown","Unknown",NA,NA
437,160,"NZL","New Zealand",15,"Wellington",78,"Wellington",437,"n.a. ( 315)","Unknown","Unknown",NA,NA
438,160,"NZL","New Zealand",16,"West Coast",79,"Buller",438,"n.a. ( 278)","Unknown","Unknown",NA,NA
439,160,"NZL","New Zealand",16,"West Coast",79,"Buller",439,"n.a. ( 320)","Unknown","Unknown",NA,NA
440,160,"NZL","New Zealand",16,"West Coast",79,"Buller",440,"n.a. ( 321)","Unknown","Unknown",NA,NA
